date,price,traffic
2022-03-11,100.0,9402.0
2022-03-12,100.0,8360.0
2022-03-13,100.0,11929.0
2022-03-14,100.0,10960.0
2022-03-15,100.0,10694.0
2022-03-16,100.0,10917.0
2022-03-17,100.0,10960.0
2022-03-18,100.0,9527.0
2022-03-19,100.0,8354.0
2022-03-20,100.0,12041.0
2022-03-21,100.0,10891.0
2022-03-22,100.0,10697.0
2022-03-23,100.0,10958.0
2022-03-24,100.0,10854.0
2022-03-25,100.0,9552.0
2022-03-26,100.0,8382.0
2022-03-27,100.0,11962.0
2022-03-28,100.0,10728.0
2022-03-29,100.0,10837.0
2022-03-30,100.0,10919.0
2022-03-31,100.0,11106.0
2022-04-01,100.0,9552.0
2022-04-02,100.0,8316.0
2022-04-03,100.0,12014.0
2022-04-04,100.0,10746.0
2022-04-05,100.0,10817.0
2022-04-06,100.0,10788.0
2022-04-07,100.0,10950.0
2022-04-08,100.0,9550.0
2022-04-09,100.0,8460.0
2022-04-10,100.0,11912.0
2022-04-11,100.0,10853.0
2022-04-12,100.0,10765.0
2022-04-13,100.0,10987.0
2022-04-14,100.0,11113.0
2022-04-15,100.0,9505.0
2022-04-16,100.0,8492.0
2022-04-17,100.0,12003.0
2022-04-18,100.0,10987.0
2022-04-19,100.0,10751.0
2022-04-20,100.0,10824.0
2022-04-21,100.0,11031.0
2022-04-22,100.0,9531.0
2022-04-23,100.0,8342.0
2022-04-24,100.0,12073.0
2022-04-25,100.0,10740.0
2022-04-26,100.0,10635.0
2022-04-27,100.0,11006.0
2022-04-28,100.0,11042.0
2022-04-29,100.0,9570.0
2022-04-30,100.0,8417.0
2022-05-01,100.0,11955.0
2022-05-02,100.0,10917.0
2022-05-03,100.0,10873.0
2022-05-04,100.0,10877.0
2022-05-05,100.0,11058.0
2022-05-06,100.0,9545.0
2022-05-07,100.0,8383.0
2022-05-08,100.0,11890.0
2022-05-09,100.0,11005.0
2022-05-10,100.0,10838.0
2022-05-11,100.0,10803.0
2022-05-12,100.0,10974.0
2022-05-13,100.0,9529.0
2022-05-14,100.0,8331.0
2022-05-15,100.0,12021.0
2022-05-16,100.0,11013.0
2022-05-17,100.0,10807.0
2022-05-18,100.0,11075.0
2022-05-19,100.0,11001.0
2022-05-20,100.0,9517.0
2022-05-21,100.0,8401.0
2022-05-22,100.0,11950.0
2022-05-23,100.0,11004.0
2022-05-24,100.0,10802.0
2022-05-25,100.0,10902.0
2022-05-26,100.0,11020.0
2022-05-27,100.0,9531.0
2022-05-28,100.0,8520.0
2022-05-29,100.0,11974.0
2022-05-30,100.0,10863.0
2022-05-31,100.0,10740.0
2022-06-01,150.0,9848.0
2022-06-02,150.0,9984.0
2022-06-03,150.0,8579.0
2022-06-04,150.0,7612.0
2022-06-05,150.0,10872.0
2022-06-06,150.0,9742.0
2022-06-07,150.0,9589.0
2022-06-08,150.0,9704.0
2022-06-09,150.0,9939.0
2022-06-10,150.0,8615.0
2022-06-11,150.0,7626.0
2022-06-12,150.0,10847.0
2022-06-13,150.0,9871.0
2022-06-14,150.0,9908.0
2022-06-15,150.0,10063.0
2022-06-16,150.0,10054.0
2022-06-17,150.0,8827.0
2022-06-18,150.0,7919.0
2022-06-19,150.0,11241.0
2022-06-20,150.0,10267.0
2022-06-21,150.0,10780.0
2022-06-22,150.0,11007.0
2022-06-23,150.0,11005.0
2022-06-24,150.0,9479.0
2022-06-25,150.0,8542.0
2022-06-26,150.0,12167.0
2022-06-27,150.0,11094.0
2022-06-28,150.0,10876.0
2022-06-29,150.0,10839.0
2022-06-30,150.0,11163.0
2022-07-01,150.0,9694.0
2022-07-02,150.0,8417.0
2022-07-03,150.0,12145.0
2022-07-04,150.0,10992.0
2022-07-05,150.0,10869.0
2022-07-06,150.0,11102.0
2022-07-07,150.0,10979.0
2022-07-08,150.0,9747.0
2022-07-09,150.0,8426.0
2022-07-10,150.0,12024.0
2022-07-11,150.0,11049.0
2022-07-12,150.0,10884.0
2022-07-13,150.0,11152.0
2022-07-14,150.0,11070.0
2022-07-15,150.0,9715.0
2022-07-16,150.0,8602.0
2022-07-17,150.0,12234.0
2022-07-18,150.0,10842.0
2022-07-19,150.0,10977.0
2022-07-20,150.0,10909.0
2022-07-21,150.0,10935.0
2022-07-22,150.0,9711.0
2022-07-23,150.0,8592.0
2022-07-24,150.0,12081.0
2022-07-25,150.0,11089.0
2022-07-26,150.0,10754.0
2022-07-27,150.0,10901.0
2022-07-28,150.0,11159.0
2022-07-29,150.0,9711.0
2022-07-30,150.0,8431.0
2022-07-31,150.0,12025.0
2022-08-01,150.0,10994.0
2022-08-02,150.0,10843.0
2022-08-03,150.0,11052.0
2022-08-04,150.0,11084.0
2022-08-05,150.0,9631.0
2022-08-06,150.0,8576.0
2022-08-07,150.0,12193.0
2022-08-08,150.0,11107.0
2022-08-09,150.0,10863.0
2022-08-10,150.0,11138.0
2022-08-11,150.0,11167.0
2022-08-12,150.0,9645.0
2022-08-13,150.0,8408.0
2022-08-14,150.0,12086.0
2022-08-15,150.0,11021.0
2022-08-16,150.0,10927.0
2022-08-17,150.0,10966.0
2022-08-18,150.0,11008.0
2022-08-19,150.0,9711.0
2022-08-20,150.0,8537.0
2022-08-21,150.0,12237.0
2022-08-22,150.0,11025.0
2022-08-23,150.0,11022.0
2022-08-24,150.0,11147.0
2022-08-25,150.0,11280.0
2022-08-26,150.0,9636.0
2022-08-27,150.0,8633.0
2022-08-28,150.0,12209.0
2022-08-29,150.0,10983.0
2022-08-30,150.0,10877.0
2022-08-31,150.0,11074.0
2022-09-01,150.0,11002.0
2022-09-02,150.0,9782.0
2022-09-03,150.0,8464.0
2022-09-04,150.0,12286.0
2022-09-05,150.0,11125.0
2022-09-06,150.0,10917.0
2022-09-07,150.0,11193.0
2022-09-08,150.0,11103.0
2022-09-09,150.0,9600.0
2022-09-10,150.0,8470.0
2022-09-11,150.0,12300.0
2022-09-12,150.0,10918.0
2022-09-13,150.0,10812.0
2022-09-14,150.0,11142.0
2022-09-15,150.0,11003.0
2022-09-16,150.0,9703.0
2022-09-17,150.0,8478.0
2022-09-18,150.0,12085.0
2022-09-19,150.0,10984.0
2022-09-20,150.0,10909.0
2022-09-21,150.0,11044.0
2022-09-22,150.0,11218.0
2022-09-23,150.0,9749.0
2022-09-24,150.0,8600.0
2022-09-25,150.0,12298.0
2022-09-26,150.0,11154.0
2022-09-27,150.0,10783.0
2022-09-28,150.0,11164.0
2022-09-29,150.0,11057.0
2022-09-30,150.0,9739.0
2022-10-01,150.0,8458.0
2022-10-02,150.0,12080.0
2022-10-03,150.0,10989.0
2022-10-04,150.0,11001.0
2022-10-05,150.0,11115.0
2022-10-06,150.0,11183.0
2022-10-07,150.0,9608.0
2022-10-08,150.0,8604.0
2022-10-09,150.0,12165.0
2022-10-10,150.0,11083.0
2022-10-11,150.0,10995.0
2022-10-12,150.0,11094.0
2022-10-13,150.0,11115.0
2022-10-14,150.0,9595.0
2022-10-15,150.0,8593.0
2022-10-16,150.0,12082.0
2022-10-17,150.0,10982.0
2022-10-18,150.0,11139.0
2022-10-19,150.0,11194.0
2022-10-20,150.0,11033.0
2022-10-21,150.0,9612.0
2022-10-22,150.0,8663.0
2022-10-23,150.0,12436.0
2022-10-24,150.0,11042.0
2022-10-25,150.0,10923.0
2022-10-26,150.0,11122.0
2022-10-27,150.0,11314.0
2022-10-28,150.0,9696.0
2022-10-29,150.0,8502.0
2022-10-30,150.0,12290.0
2022-10-31,150.0,11177.0
2022-11-01,150.0,11008.0
2022-11-02,150.0,11166.0
2022-11-03,150.0,11267.0
2022-11-04,150.0,9710.0
2022-11-05,150.0,8486.0
2022-11-06,150.0,12164.0
2022-11-07,150.0,10982.0
2022-11-08,150.0,11014.0
2022-11-09,150.0,11111.0
2022-11-10,150.0,11331.0
2022-11-11,150.0,9690.0
2022-11-12,150.0,8581.0
2022-11-13,150.0,12223.0
2022-11-14,150.0,11088.0
2022-11-15,150.0,10858.0
2022-11-16,150.0,11142.0
2022-11-17,150.0,11075.0
2022-11-18,150.0,9781.0
2022-11-19,150.0,8600.0
2022-11-20,150.0,12323.0
2022-11-21,150.0,11123.0
2022-11-22,150.0,10838.0
2022-11-23,150.0,11271.0
2022-11-24,150.0,11241.0
2022-11-25,150.0,9889.0
2022-11-26,150.0,8723.0
2022-11-27,150.0,12227.0
2022-11-28,150.0,11066.0
2022-11-29,150.0,11122.0
2022-11-30,150.0,11219.0
2022-12-01,150.0,11402.0
2022-12-02,150.0,9881.0
2022-12-03,150.0,8713.0
2022-12-04,150.0,12365.0
2022-12-05,150.0,11105.0
2022-12-06,150.0,11007.0
2022-12-07,150.0,11242.0
2022-12-08,150.0,11356.0
2022-12-09,150.0,9742.0
2022-12-10,150.0,8518.0
2022-12-11,150.0,12361.0
2022-12-12,150.0,10988.0
2022-12-13,150.0,10904.0
2022-12-14,150.0,11263.0
2022-12-15,150.0,11078.0
2022-12-16,150.0,9695.0
2022-12-17,150.0,8601.0
2022-12-18,150.0,12382.0
2022-12-19,150.0,11090.0
2022-12-20,150.0,11198.0
2022-12-21,150.0,11170.0
2022-12-22,150.0,11252.0
2022-12-23,150.0,9814.0
2022-12-24,150.0,8523.0
2022-12-25,150.0,12341.0
2022-12-26,150.0,11105.0
2022-12-27,150.0,10889.0
2022-12-28,150.0,11184.0
2022-12-29,150.0,11267.0
2022-12-30,150.0,9691.0
2022-12-31,150.0,8632.0
2023-01-01,200.0,11752.0
2023-01-02,200.0,10500.0
2023-01-03,200.0,10477.0
2023-01-04,200.0,10532.0
2023-01-05,200.0,10541.0
2023-01-06,200.0,9235.0
2023-01-07,200.0,8082.0
2023-01-08,200.0,11601.0
2023-01-09,200.0,10351.0
2023-01-10,200.0,10346.0
2023-01-11,200.0,10435.0
2023-01-12,200.0,10724.0
2023-01-13,200.0,9197.0
2023-01-14,200.0,8040.0
2023-01-15,200.0,11755.0
2023-01-16,200.0,10681.0
2023-01-17,200.0,10395.0
2023-01-18,200.0,10778.0
2023-01-19,200.0,10845.0
2023-01-20,200.0,9414.0
2023-01-21,200.0,8695.0
2023-01-22,200.0,12340.0
2023-01-23,200.0,11244.0
2023-01-24,200.0,11210.0
2023-01-25,200.0,11178.0
2023-01-26,200.0,11202.0
2023-01-27,200.0,9818.0
2023-01-28,200.0,8540.0
2023-01-29,200.0,12433.0
2023-01-30,200.0,11296.0
2023-01-31,200.0,11224.0
2023-02-01,200.0,11394.0
2023-02-02,200.0,11297.0
2023-02-03,200.0,9910.0
2023-02-04,200.0,8623.0
2023-02-05,200.0,12377.0
2023-02-06,200.0,11377.0
2023-02-07,200.0,11138.0
2023-02-08,200.0,11201.0
2023-02-09,200.0,11300.0
2023-02-10,200.0,9956.0
2023-02-11,200.0,8604.0
2023-02-12,200.0,12299.0
2023-02-13,200.0,11352.0
2023-02-14,200.0,11228.0
2023-02-15,200.0,11367.0
2023-02-16,200.0,11143.0
2023-02-17,200.0,9762.0
2023-02-18,200.0,8701.0
2023-02-19,200.0,12412.0
2023-02-20,200.0,11317.0
2023-02-21,200.0,11087.0
2023-02-22,200.0,11345.0
2023-02-23,200.0,11191.0
2023-02-24,200.0,9836.0
2023-02-25,200.0,8620.0
2023-02-26,200.0,12437.0
2023-02-27,200.0,11237.0
2023-02-28,200.0,11110.0
2023-03-01,200.0,11311.0
2023-03-02,200.0,11334.0
2023-03-03,200.0,9966.0
2023-03-04,200.0,8741.0
2023-03-05,200.0,12182.0
2023-03-06,200.0,11389.0
2023-03-07,200.0,10921.0
2023-03-08,200.0,11242.0
2023-03-09,200.0,11268.0
2023-03-10,200.0,9959.0
2023-03-11,200.0,8769.0
2023-03-12,200.0,12498.0
2023-03-13,200.0,11085.0
2023-03-14,200.0,11060.0
2023-03-15,200.0,11216.0
2023-03-16,200.0,11378.0
2023-03-17,200.0,9992.0
2023-03-18,200.0,8641.0
2023-03-19,200.0,12452.0
2023-03-20,200.0,11334.0
2023-03-21,200.0,11187.0
2023-03-22,200.0,11327.0
2023-03-23,200.0,11312.0
2023-03-24,200.0,9807.0
2023-03-25,200.0,8564.0
2023-03-26,200.0,12475.0
2023-03-27,200.0,11197.0
2023-03-28,200.0,11267.0
2023-03-29,200.0,11475.0
2023-03-30,200.0,11396.0
2023-03-31,200.0,9818.0
2023-04-01,200.0,8653.0
2023-04-02,200.0,12337.0
2023-04-03,200.0,11132.0
2023-04-04,200.0,11281.0
2023-04-05,200.0,11382.0
2023-04-06,200.0,11370.0
2023-04-07,200.0,10080.0
2023-04-08,200.0,8686.0
2023-04-09,200.0,12356.0
2023-04-10,200.0,11066.0
2023-04-11,200.0,11162.0
2023-04-12,200.0,11352.0
2023-04-13,200.0,11296.0
2023-04-14,200.0,9954.0
2023-04-15,200.0,8753.0
2023-04-16,200.0,12515.0
2023-04-17,200.0,11272.0
2023-04-18,200.0,11152.0
2023-04-19,200.0,11189.0
2023-04-20,200.0,11484.0
2023-04-21,200.0,9902.0
2023-04-22,200.0,8824.0
2023-04-23,200.0,12383.0
2023-04-24,200.0,11305.0
2023-04-25,200.0,11239.0
2023-04-26,200.0,11418.0
2023-04-27,200.0,11385.0
2023-04-28,200.0,9933.0
2023-04-29,200.0,8778.0
2023-04-30,200.0,12534.0
2023-05-01,200.0,11237.0
2023-05-02,200.0,11315.0
2023-05-03,200.0,11410.0
2023-05-04,200.0,11453.0
2023-05-05,200.0,9973.0
2023-05-06,200.0,8671.0
2023-05-07,200.0,12541.0
2023-05-08,200.0,11284.0
2023-05-09,200.0,11321.0
2023-05-10,200.0,11222.0
2023-05-11,200.0,11419.0
2023-05-12,200.0,9907.0
2023-05-13,200.0,8797.0
2023-05-14,200.0,12529.0
2023-05-15,200.0,11398.0
2023-05-16,200.0,11205.0
2023-05-17,200.0,11297.0
2023-05-18,200.0,11501.0
2023-05-19,200.0,10075.0
2023-05-20,200.0,8915.0
2023-05-21,200.0,12545.0
2023-05-22,200.0,11307.0
2023-05-23,200.0,11203.0
2023-05-24,200.0,11258.0
2023-05-25,200.0,11294.0
2023-05-26,200.0,9884.0
2023-05-27,200.0,8646.0
2023-05-28,200.0,12394.0
2023-05-29,200.0,11331.0
2023-05-30,200.0,11206.0
2023-05-31,200.0,11489.0
2023-06-01,200.0,11480.0
2023-06-02,200.0,9894.0
2023-06-03,200.0,8705.0
2023-06-04,200.0,12538.0
2023-06-05,200.0,11394.0
2023-06-06,200.0,11232.0
2023-06-07,200.0,11396.0
2023-06-08,200.0,11462.0
2023-06-09,200.0,9863.0
2023-06-10,200.0,8734.0
2023-06-11,200.0,12507.0
2023-06-12,200.0,11218.0
2023-06-13,200.0,11211.0
2023-06-14,200.0,11460.0
2023-06-15,200.0,11408.0
2023-06-16,200.0,10087.0
2023-06-17,200.0,8748.0
2023-06-18,200.0,12677.0
2023-06-19,200.0,11233.0
2023-06-20,200.0,11197.0
2023-06-21,200.0,11271.0
2023-06-22,200.0,11414.0
2023-06-23,200.0,9896.0
2023-06-24,200.0,8920.0
2023-06-25,200.0,12619.0
2023-06-26,200.0,11458.0
2023-06-27,200.0,11118.0
2023-06-28,200.0,11327.0
2023-06-29,200.0,11659.0
2023-06-30,200.0,10042.0
2023-07-01,250.0,8366.0
2023-07-02,250.0,12037.0
2023-07-03,250.0,10882.0
2023-07-04,250.0,10652.0
2023-07-05,250.0,10887.0
2023-07-06,250.0,10959.0
2023-07-07,250.0,9629.0
2023-07-08,250.0,8509.0
2023-07-09,250.0,11977.0
2023-07-10,250.0,10783.0
2023-07-11,250.0,10657.0
2023-07-12,250.0,10780.0
2023-07-13,250.0,10879.0
2023-07-14,250.0,9639.0
2023-07-15,250.0,8571.0
2023-07-16,250.0,11940.0
2023-07-17,250.0,10897.0
2023-07-18,250.0,10866.0
2023-07-19,250.0,11249.0
2023-07-20,250.0,11344.0
2023-07-21,250.0,10063.0
2023-07-22,250.0,8861.0
2023-07-23,250.0,12574.0
2023-07-24,250.0,11327.0
2023-07-25,250.0,11369.0
2023-07-26,250.0,11232.0
2023-07-27,250.0,11478.0
2023-07-28,250.0,10179.0
2023-07-29,250.0,8801.0
2023-07-30,250.0,12558.0
2023-07-31,250.0,11508.0
2023-08-01,250.0,11321.0
2023-08-02,250.0,11410.0
2023-08-03,250.0,11362.0
2023-08-04,250.0,9989.0
2023-08-05,250.0,8878.0
2023-08-06,250.0,12427.0
2023-08-07,250.0,11379.0
2023-08-08,250.0,11496.0
2023-08-09,250.0,11377.0
2023-08-10,250.0,11709.0
2023-08-11,250.0,9935.0
2023-08-12,250.0,8860.0
2023-08-13,250.0,12716.0
2023-08-14,250.0,11409.0
2023-08-15,250.0,11084.0
2023-08-16,250.0,11479.0
2023-08-17,250.0,11662.0
2023-08-18,250.0,10017.0
2023-08-19,250.0,8771.0
2023-08-20,250.0,12435.0
2023-08-21,250.0,11575.0
2023-08-22,250.0,11208.0
2023-08-23,250.0,11421.0
2023-08-24,250.0,11667.0
2023-08-25,250.0,10013.0
2023-08-26,250.0,8742.0
2023-08-27,250.0,12739.0
2023-08-28,250.0,11417.0
2023-08-29,250.0,11294.0
2023-08-30,250.0,11509.0
2023-08-31,250.0,11476.0
2023-09-01,250.0,10091.0
2023-09-02,250.0,8871.0
2023-09-03,250.0,12685.0
2023-09-04,250.0,11417.0
2023-09-05,250.0,11239.0
2023-09-06,250.0,11548.0
2023-09-07,250.0,11420.0
2023-09-08,250.0,9989.0
2023-09-09,250.0,8942.0
2023-09-10,250.0,12511.0
2023-09-11,250.0,11276.0
2023-09-12,250.0,11400.0
2023-09-13,250.0,11710.0
2023-09-14,250.0,11439.0
2023-09-15,250.0,10145.0
2023-09-16,250.0,8746.0
2023-09-17,250.0,12467.0
2023-09-18,250.0,11430.0
2023-09-19,250.0,11291.0
2023-09-20,250.0,11737.0
2023-09-21,250.0,11697.0
2023-09-22,250.0,9929.0
2023-09-23,250.0,8794.0
2023-09-24,250.0,12830.0
2023-09-25,250.0,11462.0
2023-09-26,250.0,11406.0
2023-09-27,250.0,11643.0
2023-09-28,250.0,11586.0
2023-09-29,250.0,9998.0
2023-09-30,250.0,8962.0
2023-10-01,250.0,12485.0
2023-10-02,250.0,11397.0
2023-10-03,250.0,11314.0
2023-10-04,250.0,11556.0
2023-10-05,250.0,11519.0
2023-10-06,250.0,10028.0
2023-10-07,250.0,8978.0
2023-10-08,250.0,12667.0
2023-10-09,250.0,11653.0
2023-10-10,250.0,11416.0
2023-10-11,250.0,11627.0
2023-10-12,250.0,11801.0
2023-10-13,250.0,10228.0
2023-10-14,250.0,8766.0
2023-10-15,250.0,12756.0
2023-10-16,250.0,11708.0
2023-10-17,250.0,11474.0
2023-10-18,250.0,11395.0
2023-10-19,250.0,11690.0
2023-10-20,250.0,10133.0
2023-10-21,250.0,9051.0
2023-10-22,250.0,12903.0
2023-10-23,250.0,11394.0
2023-10-24,250.0,11471.0
2023-10-25,250.0,11475.0
2023-10-26,250.0,11788.0
2023-10-27,250.0,10226.0
2023-10-28,250.0,8914.0
2023-10-29,250.0,12654.0
2023-10-30,250.0,11520.0
2023-10-31,250.0,11452.0
2023-11-01,250.0,11615.0
2023-11-02,250.0,11723.0
2023-11-03,250.0,10284.0
2023-11-04,250.0,8768.0
2023-11-05,250.0,12710.0
2023-11-06,250.0,11445.0
2023-11-07,250.0,11620.0
2023-11-08,250.0,11565.0
2023-11-09,250.0,11590.0
2023-11-10,250.0,9924.0
2023-11-11,250.0,9097.0
2023-11-12,250.0,12744.0
2023-11-13,250.0,11421.0
2023-11-14,250.0,11526.0
2023-11-15,250.0,11730.0
2023-11-16,250.0,11496.0
2023-11-17,250.0,10149.0
2023-11-18,250.0,8982.0
2023-11-19,250.0,12666.0
2023-11-20,250.0,11398.0
2023-11-21,250.0,11409.0
2023-11-22,250.0,11439.0
2023-11-23,250.0,11739.0
2023-11-24,250.0,9929.0
2023-11-25,250.0,8923.0
2023-11-26,250.0,12918.0
2023-11-27,250.0,11653.0
2023-11-28,250.0,11552.0
2023-11-29,250.0,11784.0
2023-11-30,250.0,11682.0
2023-12-01,250.0,10098.0
2023-12-02,250.0,8967.0
2023-12-03,250.0,12747.0
2023-12-04,250.0,11465.0
2023-12-05,250.0,11201.0
2023-12-06,250.0,11638.0
2023-12-07,250.0,11518.0
2023-12-08,250.0,10254.0
2023-12-09,250.0,8799.0
2023-12-10,250.0,12642.0
2023-12-11,250.0,11608.0
2023-12-12,250.0,11495.0
2023-12-13,250.0,11548.0
2023-12-14,250.0,11862.0
2023-12-15,250.0,10033.0
2023-12-16,250.0,9119.0
2023-12-17,250.0,12753.0
2023-12-18,250.0,11800.0
2023-12-19,250.0,11482.0
2023-12-20,250.0,11583.0
2023-12-21,250.0,11760.0
2023-12-22,250.0,10204.0
2023-12-23,250.0,8888.0
2023-12-24,250.0,12920.0
2023-12-25,250.0,11440.0
2023-12-26,250.0,11375.0
2023-12-27,250.0,11538.0
2023-12-28,250.0,11595.0
2023-12-29,250.0,10128.0
2023-12-30,250.0,8854.0
2023-12-31,250.0,12715.0
2024-01-01,350.0,11044.0
2024-01-02,350.0,10730.0
2024-01-03,350.0,11152.0
2024-01-04,350.0,11232.0
2024-01-05,350.0,9543.0
2024-01-06,350.0,8619.0
2024-01-07,350.0,11933.0
2024-01-08,350.0,10867.0
2024-01-09,350.0,10875.0
2024-01-10,350.0,10942.0
2024-01-11,350.0,11076.0
2024-01-12,350.0,9726.0
2024-01-13,350.0,8437.0
2024-01-14,350.0,12086.0
2024-01-15,350.0,11123.0
2024-01-16,350.0,10787.0
2024-01-17,350.0,11149.0
2024-01-18,350.0,11366.0
2024-01-19,350.0,9892.0
2024-01-20,350.0,8569.0
2024-01-21,350.0,13076.0
2024-01-22,350.0,11546.0
2024-01-23,350.0,11363.0
2024-01-24,350.0,11431.0
2024-01-25,350.0,11758.0
2024-01-26,350.0,10351.0
2024-01-27,350.0,9053.0
2024-01-28,350.0,12801.0
2024-01-29,350.0,11355.0
2024-01-30,350.0,11643.0
2024-01-31,350.0,11590.0
2024-02-01,350.0,11660.0
2024-02-02,350.0,10189.0
2024-02-03,350.0,9158.0
2024-02-04,350.0,12921.0
2024-02-05,350.0,11708.0
2024-02-06,350.0,11444.0
2024-02-07,350.0,11697.0
2024-02-08,350.0,11882.0
2024-02-09,350.0,10308.0
2024-02-10,350.0,8988.0
2024-02-11,350.0,12730.0
2024-02-12,350.0,11862.0
2024-02-13,350.0,11500.0
2024-02-14,350.0,11656.0
2024-02-15,350.0,11745.0
2024-02-16,350.0,10338.0
2024-02-17,350.0,9119.0
2024-02-18,350.0,12840.0
2024-02-19,350.0,11694.0
2024-02-20,350.0,11534.0
2024-02-21,350.0,11642.0
2024-02-22,350.0,12012.0
2024-02-23,350.0,10276.0
2024-02-24,350.0,8885.0
2024-02-25,350.0,12683.0
2024-02-26,350.0,11676.0
2024-02-27,350.0,11424.0
2024-02-28,350.0,11511.0
2024-02-29,350.0,11978.0
2024-03-01,350.0,10170.0
2024-03-02,350.0,9046.0
2024-03-03,350.0,12921.0
2024-03-04,350.0,11727.0
2024-03-05,350.0,11480.0
2024-03-06,350.0,11782.0
2024-03-07,350.0,11651.0
2024-03-08,350.0,10299.0
2024-03-09,350.0,8976.0
2024-03-10,350.0,12941.0
2024-03-11,350.0,11439.0
2024-03-12,350.0,11439.0
2024-03-13,350.0,11441.0
2024-03-14,350.0,11749.0
2024-03-15,350.0,10084.0
2024-03-16,350.0,8925.0
2024-03-17,350.0,12924.0
2024-03-18,350.0,11594.0
2024-03-19,350.0,11691.0
2024-03-20,350.0,11854.0
2024-03-21,350.0,11648.0
2024-03-22,350.0,10449.0
2024-03-23,350.0,9039.0
2024-03-24,350.0,12798.0
2024-03-25,350.0,11647.0
2024-03-26,350.0,11419.0
2024-03-27,350.0,11711.0
2024-03-28,350.0,11700.0
2024-03-29,350.0,10357.0
2024-03-30,350.0,9086.0
2024-03-31,350.0,12862.0
2024-04-01,350.0,11719.0
2024-04-02,350.0,11650.0
2024-04-03,350.0,11780.0
2024-04-04,350.0,11818.0
2024-04-05,350.0,10077.0
2024-04-06,350.0,8914.0
2024-04-07,350.0,12708.0
2024-04-08,350.0,11626.0
2024-04-09,350.0,11306.0
2024-04-10,350.0,11599.0
2024-04-11,350.0,11923.0
2024-04-12,350.0,10399.0
2024-04-13,350.0,8965.0
2024-04-14,350.0,12901.0
2024-04-15,350.0,11619.0
2024-04-16,350.0,11489.0
2024-04-17,350.0,11755.0
2024-04-18,350.0,11873.0
2024-04-19,350.0,10221.0
2024-04-20,350.0,8928.0
2024-04-21,350.0,13188.0
2024-04-22,350.0,11950.0
2024-04-23,350.0,11634.0
2024-04-24,350.0,11822.0
2024-04-25,350.0,11639.0
2024-04-26,350.0,10388.0
2024-04-27,350.0,9201.0
2024-04-28,350.0,13036.0
2024-04-29,350.0,11755.0
2024-04-30,350.0,11712.0
2024-05-01,450.0,11309.0
2024-05-02,450.0,11123.0
2024-05-03,450.0,9958.0
2024-05-04,450.0,8616.0
2024-05-05,450.0,12211.0
2024-05-06,450.0,11002.0
2024-05-07,450.0,11333.0
2024-05-08,450.0,11271.0
2024-05-09,450.0,11386.0
2024-05-10,450.0,9622.0
2024-05-11,450.0,8696.0
2024-05-12,450.0,12414.0
2024-05-13,450.0,11184.0
2024-05-14,450.0,10929.0
2024-05-15,450.0,11285.0
2024-05-16,450.0,11383.0
2024-05-17,450.0,10085.0
2024-05-18,450.0,8971.0
2024-05-19,450.0,12703.0
2024-05-20,450.0,11462.0
2024-05-21,450.0,11386.0
2024-05-22,450.0,11826.0
2024-05-23,450.0,11879.0
